City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
662,Matara,LK,75.78,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
668,Byron Bay,AU,68.0,scattered clouds,-28.65,153.6167,Backpackers Inn on the Beach
669,Ojinaga,MX,73.0,clear sky,29.5667,-104.4167,Suites Las Palmas
672,Islamkot,PK,79.72,clear sky,24.6997,70.17699999999999,Haji Hotel
676,Ngudu,TZ,66.7,light rain,-2.9667,33.3333,Majani Classic Lodge
678,Magan,ES,68.0,clear sky,39.9683,-3.931,Hotel Pattaya
684,Jalu,LY,75.4,clear sky,29.0331,21.5482,صاحبة الفخامة
687,Seguin,US,73.99,broken clouds,29.5688,-97.9647,La Quinta Inn & Suites by Wyndham Seguin
689,Ngaoundere,CM,77.14,broken clouds,7.3167,13.5833,Hotel Mentong Palace
691,Semporna,MY,77.0,few clouds,4.4818,118.6112,"Han Palace Hotel, Semporna, Sabah."
